id,source,stage,tempC,windKph,cloudPct,rainMm,riverFlowCumec,efficiencyPct,vibration,ageYears,lastServiceDays,batteryHealth,socPct,emergencyPct,txLossPct,devPct,producedKW,storedKW,problem_class,severity,solution_id
806,wind,distribution,26.8,48.6,61,3.3,38,80.8,2.6,5,13,72,48.5,12.1,2.06,5.12,2.06,1.94,0,low,0
807,hydro,forecast,18.9,99.7,99,0,212,61.2,4.2,8,255,64,75.9,3.0,10.39,7.52,4.34,4.18,4,critical,7
808,wind,production,23.2,53.6,25,14.4,30,68.5,5.8,5,72,71,65.7,19.2,10.75,10.22,3.55,3.24,4,critical,4
809,hydro,distribution,40.4,63.8,13,0,239,88.8,6.0,1,144,81,27.5,13.0,13.52,2.17,3.12,2.71,3,medium,5
810,solar,forecast,29.3,48.8,60,9.8,147,95.5,6.8,12,48,90,56.0,6.5,9.17,5.98,4.1,4.06,4,medium,7
811,solar,forecast,37.0,106.2,34,5.2,149,93.5,5.6,6,292,93,31.3,12.5,12.44,10.8,2.02,1.78,4,critical,7
812,wind,distribution,19.5,7.2,86,6.9,137,98.7,7.0,13,110,69,55.0,13.8,2.11,11.29,4.8,4.45,0,low,9
813,solar,forecast,35.4,75.8,64,2.3,169,79.4,6.0,16,39,86,26.4,19.2,3.95,4.87,3.04,2.66,4,medium,7
814,solar,forecast,22.0,40.9,54,0,74,96.2,1.3,19,40,95,7.0,12.9,5.63,9.17,3.14,2.93,0,low,9
815,solar,forecast,41.6,101.8,1,0,112,90.6,1.9,16,237,57,35.4,10.5,5.54,6.8,2.54,2.5,4,critical,7
816,hydro,forecast,39.3,47.3,39,2.9,181,92.1,7.8,16,261,61,18.6,13.7,11.12,5.83,3.4,2.93,0,low,0
817,wind,distribution,21.1,86.8,60,22.8,156,95.9,2.5,3,85,73,27.2,21.7,2.99,10.75,4.72,4.54,2,low,4
818,hydro,production,29.8,73.1,6,16.1,52,88.9,4.1,12,126,74,99.0,2.7,2.95,1.68,3.46,3.04,0,low,0
819,solar,distribution,18.4,32.9,52,0.4,128,66.9,0.1,9,313,65,81.7,8.3,3.05,7.17,2.67,2.67,0,low,9
820,hydro,production,21.1,30.5,86,6.9,61,64.5,0.0,4,311,100,58.3,12.6,12.88,4.03,2.47,2.41,1,critical,2
821,hydro,distribution,35.1,71.1,32,11.1,198,74.3,6.6,7,181,82,36.1,4.2,8.74,1.41,1.88,1.62,3,medium,5
822,wind,storage,21.2,97.3,92,3.5,70,89.0,1.9,17,95,65,83.3,16.0,4.67,3.47,3.81,3.73,2,critical,4
823,wind,distribution,23.0,19.9,79,0,48,62.9,0.7,13,148,83,20.9,2.2,7.42,5.5,2.19,1.96,0,low,0
824,wind,storage,40.9,88.6,68,0,91,76.5,1.8,15,285,57,87.4,9.1,11.42,10.62,2.28,2.1,1,critical,6
825,solar,storage,18.9,39.6,6,0.0,244,71.2,1.6,1,364,97,19.3,6.8,8.28,4.61,3.35,2.86,2,critical,4
826,solar,distribution,31.9,76.8,47,11.4,158,87.5,3.0,7,203,75,19.9,13.9,1.3,4.62,3.91,3.65,0,low,0
827,wind,distribution,28.5,17.1,30,5.1,108,63.1,7.8,10,153,83,99.0,2.3,1.78,6.37,2.35,2.27,0,low,0
828,solar,forecast,22.3,41.3,62,11.3,244,83.4,7.6,4,365,71,72.4,10.2,1.58,5.94,2.32,2.02,4,medium,7
829,solar,forecast,25.8,54.9,55,0,38,87.5,1.0,13,244,60,47.3,16.8,5.2,14.42,2.9,2.72,5,critical,8
830,wind,distribution,33.6,8.5,37,1.9,79,68.5,5.7,19,238,90,51.0,2.4,12.8,8.67,4.79,4.36,3,medium,5
831,solar,forecast,31.7,85.3,13,0,240,90.6,5.6,12,346,62,6.8,5.9,3.8,6.6,2.83,2.76,0,low,0
832,solar,storage,37.4,72.5,33,0,36,81.8,0.5,1,104,68,21.2,9.5,11.43,0.99,2.79,2.52,2,critical,4
833,wind,production,28.5,51.9,53,4.0,62,98.2,4.6,5,213,72,72.2,13.2,2.62,1.84,2.71,2.45,3,critical,1
834,solar,production,29.8,21.5,92,8.8,216,91.4,5.4,13,267,88,46.2,10.1,5.34,1.26,1.51,1.48,1,critical,2
835,hydro,forecast,37.8,101.8,53,13.2,76,60.5,4.1,1,395,58,52.9,12.9,10.43,14.49,2.21,2.04,5,critical,8
836,solar,production,25.2,2.2,73,0,162,98.0,7.7,20,143,59,26.4,2.0,13.75,11.44,3.29,3.04,1,critical,2
837,hydro,production,22.1,22.5,58,0,252,81.8,1.8,10,69,58,84.4,8.6,9.88,2.1,3.97,3.41,0,medium,5
838,wind,forecast,21.8,45.8,83,0,149,70.7,7.9,3,73,75,95.3,20.6,12.02,1.16,2.7,2.67,4,medium,7
839,solar,distribution,25.2,70.2,11,3.1,115,94.8,7.4,3,316,91,23.3,16.3,8.4,4.35,2.25,2.17,3,medium,5
840,hydro,storage,26.7,39.4,12,0,209,94.4,6.1,1,39,75,36.6,23.6,8.6,9.61,3.12,2.97,2,medium,3
841,wind,storage,35.5,106.2,33,19.3,226,76.2,3.7,8,243,75,73.4,4.7,4.94,3.18,1.66,1.53,2,critical,4
842,wind,storage,41.8,43.8,43,10.8,162,85.1,6.1,13,359,69,82.2,19.6,12.53,2.44,2.9,2.74,2,critical,4
843,wind,production,29.0,67.5,26,0,75,86.7,3.5,10,272,90,33.1,17.4,12.06,13.23,2.41,2.23,5,critical,8
844,hydro,distribution,26.9,9.5,0,0,174,68.4,7.6,17,134,81,45.2,5.8,3.98,2.64,4.46,4.14,0,low,0
845,wind,forecast,32.0,79.1,65,8.7,32,81.2,3.3,8,359,60,37.7,18.7,4.26,1.82,3.33,2.97,4,medium,7
846,solar,distribution,22.2,98.7,78,3.3,127,84.9,3.5,17,386,56,23.7,20.0,7.04,9.98,3.33,2.94,0,low,9
847,solar,distribution,35.4,16.3,12,20.4,95,82.6,2.1,2,171,67,15.6,24.1,10.63,1.85,2.39,2.09,3,medium,5
848,wind,forecast,31.7,28.0,47,6.2,30,98.4,6.3,10,299,93,92.8,11.7,9.1,3.59,4.58,4.45,0,low,0
849,solar,distribution,20.3,47.4,19,0,234,83.5,7.9,18,380,89,57.8,9.6,7.52,7.54,2.65,2.26,0,low,9
850,hydro,forecast,41.2,93.2,19,9.0,70,65.9,7.5,16,57,91,56.6,10.8,11.82,1.6,2.46,2.15,4,critical,7
851,hydro,distribution,21.5,14.7,24,0,104,92.2,5.8,11,106,94,95.3,5.2,12.74,9.93,3.66,3.62,3,medium,5
852,wind,storage,36.9,34.1,45,0.1,126,97.3,0.7,4,301,61,68.6,4.0,5.84,1.27,4.73,4.2,2,critical,4
853,wind,production,34.0,109.8,89,0.2,259,75.4,2.4,16,172,91,91.1,16.5,4.53,3.73,3.43,3.08,1,critical,2
854,solar,production,24.6,9.1,100,9.9,258,71.2,6.6,11,90,63,71.9,10.9,4.87,3.34,3.42,3.08,1,critical,2
855,hydro,forecast,38.9,104.3,11,11.6,81,95.2,7.1,1,171,73,52.1,4.7,6.19,5.06,3.01,2.88,4,critical,7
856,solar,production,23.6,98.1,53,8.9,219,98.7,6.3,10,277,73,47.3,22.5,9.37,7.3,4.12,3.58,1,critical,2
857,wind,forecast,41.4,48.5,18,3.0,91,76.6,0.6,16,65,58,19.3,22.3,6.71,7.14,2.78,2.46,2,low,8
858,wind,production,26.9,57.5,15,5.1,109,76.4,1.0,8,18,78,16.0,24.3,5.25,2.21,1.99,1.86,1,critical,2
859,hydro,production,19.2,50.6,54,0,150,86.8,5.7,3,154,82,24.7,2.7,9.0,2.15,4.87,4.67,1,critical,2
860,hydro,forecast,36.1,72.5,100,10.3,79,60.5,7.1,20,288,78,30.7,7.0,10.72,8.12,2.2,2.16,4,medium,7
861,hydro,storage,40.6,36.5,32,0,189,74.5,5.5,11,331,99,42.9,6.4,12.3,9.88,3.51,3.13,2,critical,4
862,solar,distribution,21.2,19.8,76,0,66,91.5,3.1,6,66,90,38.2,6.8,11.06,4.38,2.58,2.55,3,medium,5
863,solar,distribution,29.3,96.9,88,0,232,87.5,2.7,4,13,58,35.1,2.5,7.81,3.64,4.16,3.7,0,low,0
864,solar,storage,37.6,8.5,82,4.2,237,98.3,0.8,6,222,76,88.5,9.5,3.6,9.83,2.59,2.34,2,critical,4
865,solar,storage,21.8,15.6,60,16.9,195,75.7,4.3,20,399,94,88.9,22.7,6.45,11.13,1.66,1.43,2,medium,3
866,solar,forecast,39.9,78.2,80,0,142,97.0,5.8,12,169,60,13.5,20.8,9.18,4.47,3.88,3.37,4,medium,7
867,solar,forecast,36.6,72.4,54,0,82,79.0,3.2,13,56,76,22.0,5.8,2.15,7.63,1.78,1.77,0,low,9
868,solar,storage,35.3,30.3,20,0,102,63.0,1.5,4,8,94,72.8,3.3,13.11,8.94,2.6,2.52,2,critical,4
869,solar,storage,32.0,93.0,71,0,176,96.6,4.0,1,250,96,25.0,22.1,10.2,8.27,2.11,1.88,2,medium,3
870,hydro,production,32.5,60.7,21,10.6,113,70.7,2.4,2,19,80,93.5,3.4,3.6,1.31,4.64,4.03,1,critical,2
871,hydro,production,32.5,60.1,74,0,68,90.2,4.6,4,266,61,64.2,13.5,4.07,2.01,4.43,4.38,1,critical,2
872,hydro,production,36.7,74.8,59,4.4,88,62.0,0.4,13,225,66,75.8,18.0,4.94,9.99,2.49,2.45,1,critical,2
873,solar,storage,23.5,84.4,81,0,192,82.5,7.2,20,288,65,92.4,3.9,1.45,12.91,2.54,2.29,2,critical,4
874,hydro,forecast,29.9,61.0,95,9.1,194,63.4,5.8,7,43,68,70.7,24.0,13.28,6.6,3.76,3.51,4,medium,7
875,solar,production,21.1,74.6,13,15.4,184,67.5,0.3,20,22,84,58.7,12.2,6.18,4.46,3.39,3.14,1,critical,2
876,wind,production,21.0,86.4,25,1.2,249,72.1,2.9,9,357,92,25.7,8.4,10.02,3.71,3.07,2.77,1,critical,2
877,solar,forecast,24.0,97.3,97,0,41,94.3,6.6,17,284,62,11.9,6.0,11.1,7.24,4.26,4.01,4,critical,7
878,solar,production,30.3,59.3,30,0,203,74.3,5.1,11,93,81,55.0,24.1,8.37,1.4,3.22,3.14,1,critical,2
879,solar,storage,33.4,53.6,98,6.5,197,68.8,5.0,14,327,56,38.2,18.7,1.74,11.68,3.5,3.27,2,critical,4
880,solar,forecast,37.3,37.2,52,6.9,63,89.5,2.5,15,95,66,56.6,20.8,1.65,12.57,1.96,1.81,4,medium,7
881,solar,forecast,23.8,19.8,73,12.4,239,94.4,1.2,20,39,80,96.4,15.2,7.21,0.63,2.61,2.54,4,medium,7
882,wind,storage,35.8,92.1,57,4.3,184,67.3,6.3,2,287,75,22.7,20.7,2.18,2.37,3.58,3.21,2,medium,3
883,hydro,distribution,20.1,97.2,65,3.5,207,79.0,1.7,10,44,58,52.7,6.2,8.31,10.28,3.23,3.11,3,medium,5
884,wind,storage,23.8,84.3,49,19.9,166,68.7,6.9,12,159,62,9.8,14.5,3.75,23.66,2.1,1.9,4,critical,3
885,solar,distribution,25.1,82.8,44,0.3,181,65.7,1.2,18,129,90,43.5,16.6,7.14,2.77,4.05,3.46,3,low,1
886,solar,forecast,22.4,75.4,27,4.5,144,98.7,3.7,4,238,87,68.3,21.3,13.89,6.39,2.2,1.93,4,medium,7
887,wind,production,32.5,57.1,14,0,202,93.9,4.7,3,202,74,47.5,2.8,1.1,11.49,4.23,4.14,1,critical,2
888,wind,distribution,19.8,69.0,15,0,150,74.6,6.9,5,313,57,39.9,2.2,13.3,3.27,2.03,1.96,3,medium,5
889,hydro,storage,37.5,72.9,81,0,141,74.3,6.5,17,133,82,28.6,20.7,4.89,1.55,2.11,1.98,2,medium,3
890,solar,production,24.2,43.6,94,0,31,62.0,7.0,16,211,95,72.6,3.2,10.78,9.81,3.74,3.54,1,critical,2
891,hydro,forecast,33.9,60.3,51,0,55,94.6,4.8,4,219,92,31.9,10.8,8.54,1.23,2.59,2.5,0,low,0
892,wind,storage,39.5,47.5,66,1.9,186,86.0,7.4,15,202,94,91.9,3.7,6.68,1.55,3.62,3.6,2,critical,4
893,solar,storage,22.2,36.5,60,4.0,239,97.9,6.4,9,261,94,89.8,3.0,9.98,4.49,1.73,1.58,2,critical,4
894,hydro,production,40.7,80.6,44,1.5,101,78.2,2.6,10,243,61,15.2,2.8,5.26,8.47,2.97,2.93,1,medium,1
895,hydro,production,40.0,84.3,4,0,215,90.5,6.9,8,77,71,14.9,7.6,2.11,8.63,2.27,2.26,1,critical,2
896,wind,forecast,37.8,48.2,89,11.7,243,75.9,6.5,18,378,92,41.1,12.0,1.1,2.56,4.02,3.93,4,medium,7
897,hydro,forecast,38.9,93.9,43,0,86,62.3,3.6,10,320,82,44.2,9.4,9.08,10.13,2.0,1.73,4,critical,7
898,hydro,forecast,22.7,26.0,51,5.8,212,86.3,4.1,12,114,83,96.7,7.7,11.94,8.33,3.7,3.34,0,low,9
899,hydro,distribution,18.9,99.4,77,5.9,71,80.9,3.3,7,79,90,47.5,12.2,2.29,1.76,1.78,1.76,0,low,0
900,hydro,production,26.1,81.4,22,0,93,92.0,2.7,14,308,71,56.4,19.7,2.39,19.96,1.78,1.59,1,medium,1
901,solar,production,26.7,98.6,90,0,118,85.0,5.8,11,86,70,21.3,21.3,13.68,4.59,4.31,4.0,1,critical,2
902,solar,forecast,31.9,61.5,86,6.8,101,66.5,6.1,12,9,71,54.6,23.9,8.17,9.58,1.95,1.88,4,medium,7
903,wind,storage,35.1,60.5,86,0,59,76.3,4.5,2,149,89,8.7,16.3,3.69,6.6,2.23,1.96,1,medium,5
904,solar,forecast,23.1,51.9,36,3.8,215,80.5,0.1,17,238,73,84.7,22.3,2.09,4.1,3.19,2.97,4,medium,7
905,solar,production,25.7,26.7,12,1.5,73,68.8,2.2,11,156,92,29.1,15.3,6.71,11.29,3.02,2.62,1,critical,2
906,hydro,storage,39.4,65.6,85,0,123,71.0,4.4,4,372,59,67.9,21.9,12.44,1.81,2.17,2.14,2,critical,4
907,hydro,storage,30.9,108.6,83,15.5,119,90.7,6.3,4,132,84,41.7,24.1,5.04,10.04,2.06,2.02,2,medium,3
908,hydro,forecast,39.2,55.1,35,0,208,67.1,0.1,6,261,65,10.0,20.3,3.41,0.88,3.1,2.74,1,low,1
909,hydro,storage,33.0,50.9,81,0,147,96.0,0.9,6,119,80,10.3,12.5,5.44,15.98,1.81,1.68,3,critical,2
910,solar,distribution,28.0,9.7,84,13.7,32,90.7,1.6,9,371,55,12.8,16.2,7.91,1.53,2.15,1.84,0,low,0
911,hydro,distribution,18.7,29.5,73,0,256,65.5,7.6,1,377,77,85.6,16.7,4.55,10.9,4.39,3.82,0,low,9
912,solar,production,19.6,105.6,49,0,104,74.5,3.1,16,220,67,32.0,15.3,4.18,0.97,2.03,1.92,1,critical,2
913,hydro,forecast,38.0,95.4,10,0,161,69.5,4.6,14,125,67,50.6,18.8,13.54,9.02,2.33,2.14,4,critical,7
914,hydro,storage,19.6,46.4,36,8.2,219,66.4,4.3,14,52,62,23.6,8.4,8.47,1.38,3.91,3.68,2,critical,4
915,solar,storage,41.2,62.7,37,0,60,60.3,0.1,14,80,73,95.2,8.6,10.2,1.56,1.67,1.6,2,critical,4
916,wind,forecast,26.1,24.3,19,0,248,76.2,0.7,10,177,99,59.6,8.7,12.85,0.15,2.55,2.38,0,low,0
917,solar,forecast,20.8,12.7,3,7.4,97,90.4,6.8,4,186,80,99.8,4.9,6.3,1.35,2.07,2.02,4,medium,7
918,hydro,storage,39.5,70.5,16,9.4,139,96.6,4.3,2,184,62,8.5,5.4,2.17,4.52,4.6,4.59,2,critical,4
919,hydro,storage,22.1,41.5,62,0.7,250,81.6,4.6,7,342,61,51.1,14.2,6.33,9.66,1.82,1.62,2,critical,4
920,wind,production,37.5,66.0,81,0,33,66.6,7.8,6,309,81,69.6,10.8,2.51,16.68,3.5,3.04,5,critical,8
921,wind,storage,26.1,15.1,81,0.7,242,64.9,5.2,19,232,95,8.0,17.9,13.82,4.97,4.18,3.56,0,low,9
922,hydro,storage,36.1,89.3,71,2.0,41,64.9,0.2,4,316,61,73.1,14.3,1.35,11.09,2.25,2.24,2,critical,4
923,wind,distribution,32.5,76.8,73,2.9,30,61.9,6.9,19,372,97,93.0,15.3,13.44,1.97,2.53,2.33,3,medium,5
924,wind,production,18.5,47.5,8,0,150,65.9,5.5,15,213,91,89.1,21.5,4.96,4.43,4.89,4.17,1,critical,2
925,hydro,production,32.9,78.3,86,1.8,239,98.3,7.2,9,124,81,50.3,9.8,7.05,3.6,3.54,3.32,1,critical,2
926,solar,production,33.6,106.8,67,0,86,62.0,4.2,18,355,87,27.6,5.3,12.01,2.9,4.76,4.23,1,critical,2
927,wind,production,23.3,65.7,85,7.0,88,67.2,4.3,16,289,60,12.1,21.6,5.82,3.03,4.67,4.12,1,critical,2
928,hydro,production,26.5,14.4,94,7.0,235,62.0,4.8,18,398,80,80.7,22.1,1.28,16.05,3.77,3.25,5,critical,8
929,hydro,storage,35.6,71.2,92,12.0,220,66.4,6.2,7,148,56,7.3,16.5,7.99,3.67,1.6,1.5,2,critical,4
930,solar,forecast,39.4,24.0,53,0,164,62.9,3.8,7,165,83,16.7,5.5,3.51,1.83,3.96,3.87,0,low,0
931,solar,storage,31.0,3.0,73,0,155,77.4,0.3,15,42,61,66.9,20.0,9.11,3.39,3.76,3.63,2,critical,0
932,hydro,storage,35.5,91.2,87,11.3,69,95.5,4.6,6,153,73,60.7,11.6,9.38,1.3,1.65,1.5,2,critical,4
933,wind,storage,22.8,68.1,92,1.2,253,82.8,4.1,17,85,78,53.7,5.5,6.15,2.11,3.68,3.57,2,critical,4
934,hydro,forecast,20.6,91.1,9,5.8,210,94.9,4.0,2,102,97,44.1,19.7,6.58,0.92,3.69,3.42,4,critical,7
935,wind,forecast,27.2,51.1,84,0,41,94.2,3.4,11,100,68,54.6,20.6,13.17,4.16,3.24,2.88,1,medium,5
936,wind,distribution,36.8,55.5,72,19.4,169,63.8,7.7,3,362,70,59.4,4.2,8.83,3.44,3.88,3.36,3,medium,5
937,wind,production,35.1,47.2,84,0,183,73.6,6.6,3,86,98,12.4,10.0,11.03,6.73,1.58,1.56,1,critical,2
938,solar,production,29.4,103.1,55,0,59,81.3,7.4,14,315,91,78.9,21.5,3.04,3.25,3.78,3.76,1,critical,2
939,hydro,distribution,35.9,62.0,91,9.0,187,60.6,2.6,10,16,84,10.4,14.7,9.87,1.89,4.13,3.77,3,medium,5
940,wind,forecast,41.6,42.1,29,3.6,124,74.3,1.2,11,245,84,15.6,21.5,6.88,11.18,4.05,3.92,0,low,9
941,wind,storage,29.8,26.2,96,13.2,230,73.5,4.0,10,52,87,15.2,6.3,5.82,0.59,4.63,4.06,2,critical,4
942,solar,storage,30.9,11.9,85,0,76,90.9,7.1,11,58,89,44.2,3.9,7.34,13.49,4.47,4.28,5,critical,8
943,wind,production,30.6,89.1,98,6.7,55,82.6,6.8,16,266,99,91.4,18.6,9.72,0.6,3.71,3.16,1,critical,2
944,hydro,forecast,38.7,13.2,41,2.9,202,82.2,0.2,10,343,95,80.4,7.7,8.19,4.0,4.44,4.43,0,low,0
945,wind,storage,28.5,72.5,5,0.1,255,80.7,0.4,16,93,69,75.4,7.6,11.08,4.3,4.42,4.05,2,critical,4
946,hydro,storage,36.1,7.5,52,0.7,206,74.5,0.9,12,105,100,37.8,5.3,13.67,6.04,3.62,3.57,2,critical,4
947,solar,production,23.1,96.7,48,0,143,81.1,1.0,6,8,79,60.0,20.8,3.27,12.92,4.33,4.07,5,critical,8
948,solar,storage,34.8,104.0,9,11.3,91,92.5,4.4,9,179,82,18.7,10.2,8.14,13.24,2.53,2.53,2,medium,3
949,hydro,forecast,27.6,45.5,47,6.8,88,82.6,6.4,3,368,92,44.3,14.4,2.49,6.49,4.41,3.89,0,low,0
950,hydro,distribution,19.6,95.3,50,17.2,138,78.0,5.7,7,311,68,55.8,23.8,2.01,2.15,4.32,3.89,0,low,0
951,solar,forecast,40.1,4.4,81,11.1,218,80.0,8.0,4,400,85,58.4,2.9,13.92,1.7,4.6,3.99,4,medium,7
952,solar,distribution,36.0,31.8,18,9.7,176,68.9,2.8,11,46,78,75.8,23.7,7.55,9.78,4.92,4.21,0,low,9
953,solar,distribution,28.2,18.0,73,0,251,96.4,0.8,6,395,65,68.2,13.7,10.4,4.81,4.69,4.46,3,medium,5
954,solar,production,20.0,2.2,5,9.9,248,97.9,4.2,16,81,87,44.1,10.1,12.51,0.97,1.58,1.4,1,critical,2
955,solar,production,41.4,80.8,69,5.8,239,85.9,7.0,15,83,79,20.3,13.2,13.84,4.28,2.03,1.87,1,critical,2
956,wind,production,20.3,107.0,0,11.9,160,81.3,1.2,15,391,80,41.5,4.6,3.81,0.78,4.0,3.71,1,medium,1
957,hydro,storage,26.8,36.0,16,7.6,67,68.5,1.9,13,314,67,56.1,3.3,12.31,4.97,3.83,3.74,2,critical,4
958,wind,production,28.5,51.5,17,0,42,97.9,6.4,13,224,82,18.9,9.3,7.13,3.97,2.54,2.51,1,critical,2
959,wind,forecast,30.4,68.3,5,8.0,47,79.2,6.7,16,163,57,58.2,22.0,1.3,1.48,3.46,2.98,0,low,0
960,hydro,production,41.3,27.4,57,12.4,214,96.6,5.5,8,184,56,51.4,2.4,1.43,9.63,2.33,1.99,1,critical,2
961,solar,storage,26.1,62.2,85,0,35,65.8,6.2,3,176,81,24.2,2.4,5.8,5.81,3.75,3.69,2,critical,4
962,hydro,distribution,27.7,76.7,84,0,235,63.5,1.0,16,230,68,38.6,8.8,7.85,4.54,4.87,4.22,0,low,0
963,hydro,distribution,22.0,86.7,73,2.7,43,72.8,6.1,13,74,61,55.9,3.1,12.5,5.75,4.79,4.2,3,medium,5
964,hydro,storage,33.7,13.1,3,4.2,48,90.7,0.9,14,128,67,37.9,25.0,10.48,2.11,3.25,3.06,2,critical,4
965,hydro,forecast,33.8,41.0,1,0,44,65.7,7.4,17,87,89,45.8,11.0,10.65,11.59,2.17,2.07,0,low,9
966,hydro,distribution,37.9,73.4,64,0,129,88.2,5.9,11,73,71,79.3,23.9,7.87,5.48,2.58,2.32,0,low,0
967,wind,distribution,37.7,37.9,56,1.5,89,82.3,3.0,12,42,76,75.1,10.1,5.05,1.67,2.48,2.3,0,low,0
968,wind,distribution,35.9,15.3,2,5.7,259,67.1,5.8,17,273,87,76.2,13.6,11.96,9.4,4.94,4.36,3,medium,5
969,hydro,production,37.2,31.7,67,4.4,52,80.6,3.5,1,153,95,33.1,15.3,1.4,7.86,3.0,2.72,1,medium,1
970,solar,distribution,19.5,13.3,74,0,187,96.1,2.7,18,97,70,91.2,11.2,10.11,3.67,3.55,3.21,3,medium,5
971,hydro,distribution,34.2,100.7,21,4.2,245,93.0,0.2,11,365,63,20.2,17.8,13.23,6.06,3.13,2.85,1,medium,7
972,hydro,production,39.3,22.2,17,5.2,102,75.4,5.1,20,137,56,37.0,20.9,13.25,0.66,1.78,1.52,1,critical,2
973,wind,distribution,41.3,82.7,97,22.1,179,99.0,6.7,19,388,58,28.0,23.3,10.3,13.97,3.08,2.92,5,critical,8
974,hydro,forecast,21.3,42.8,75,9.9,58,78.9,2.6,19,262,88,85.1,7.8,13.83,4.4,1.89,1.88,4,medium,7
975,wind,forecast,35.3,30.6,28,1.9,94,77.5,3.7,20,135,65,23.2,6.6,10.72,2.56,3.12,2.94,0,low,0
976,wind,production,37.4,17.2,5,0.5,94,66.7,7.3,3,64,83,23.9,11.1,10.6,3.23,3.19,3.02,1,critical,2
977,hydro,distribution,26.1,92.7,24,0,101,93.1,0.4,17,310,80,73.8,20.6,11.9,13.15,4.49,4.1,3,critical,6
978,solar,forecast,33.1,36.0,61,15.0,251,78.2,1.2,15,292,57,72.7,21.1,10.3,2.52,2.8,2.72,4,medium,7
979,hydro,storage,36.1,107.9,49,12.7,51,67.3,5.4,18,119,97,91.6,8.0,5.42,10.64,1.95,1.86,2,critical,4
980,wind,storage,41.5,50.0,67,12.8,173,63.9,5.1,12,297,86,97.0,10.9,12.69,0.14,3.17,3.16,2,medium,3
981,hydro,distribution,41.3,52.8,63,7.3,213,77.0,1.6,14,359,70,8.6,4.4,9.9,11.59,4.74,4.61,3,medium,5
982,solar,storage,32.0,96.0,97,2.3,54,75.8,6.1,5,258,90,75.0,13.7,6.36,5.54,2.25,2.02,0,low,0
983,wind,production,31.8,15.9,43,10.9,98,86.7,6.3,7,302,87,62.4,6.1,1.19,11.9,4.49,3.86,1,critical,2
984,hydro,production,18.4,54.1,35,0,199,63.9,4.8,18,107,92,40.3,17.0,6.0,7.19,2.92,2.91,1,critical,2
985,hydro,distribution,21.0,6.1,29,0,164,62.6,5.4,2,363,100,31.1,24.6,10.26,8.45,2.17,2.12,4,medium,3
986,hydro,storage,30.2,53.0,26,0,211,81.4,5.5,3,134,70,30.6,6.6,1.13,16.56,4.8,4.13,5,critical,8
987,wind,production,38.3,66.7,47,3.6,168,68.7,7.5,4,165,100,68.6,14.1,12.86,0.51,1.94,1.7,1,critical,2
988,wind,distribution,37.0,105.8,29,9.9,135,65.1,0.4,3,374,75,35.4,11.3,12.22,12.34,3.65,3.34,3,critical,6
989,solar,storage,39.0,101.4,85,10.0,36,98.5,7.6,13,160,86,90.9,16.5,12.67,1.75,2.57,2.2,0,low,0
990,solar,production,36.1,17.9,20,3.0,36,78.0,1.3,17,159,87,96.0,6.3,13.21,0.55,3.06,2.61,1,critical,2
991,hydro,forecast,32.1,63.8,44,12.5,151,94.6,2.5,10,53,93,22.8,14.7,6.59,6.27,2.61,2.29,0,low,0
992,wind,forecast,41.7,7.7,61,0,32,84.9,0.5,5,145,95,27.9,12.9,9.64,3.5,4.38,4.0,4,medium,7
993,wind,storage,28.3,103.4,32,0,130,73.3,5.4,1,195,96,38.2,12.5,1.82,0.92,3.64,3.25,0,low,0
994,wind,storage,31.9,104.9,49,6.2,195,87.7,2.3,7,88,86,48.6,8.0,10.98,6.08,3.49,3.03,2,critical,4
995,solar,forecast,39.8,107.6,75,7.8,54,74.7,6.0,3,23,73,16.7,14.7,5.27,10.53,3.5,3.03,4,critical,7
996,wind,distribution,35.1,37.0,30,13.9,142,67.4,5.7,19,94,76,90.1,12.4,3.43,2.76,3.54,3.29,0,low,0
997,wind,distribution,32.2,2.4,68,0,103,88.6,4.9,18,74,87,46.8,18.1,5.18,4.47,4.72,4.19,0,low,0
998,solar,distribution,29.3,74.7,80,4.2,191,97.5,3.5,7,374,69,96.2,15.9,7.41,12.49,2.91,2.49,5,critical,8
999,solar,distribution,26.4,96.0,28,0,167,86.5,0.5,14,85,93,50.8,5.2,13.68,9.05,4.82,4.63,3,medium,5
1000,wind,production,34.2,22.1,41,1.7,211,92.8,4.9,6,274,95,5.6,4.6,4.36,16.02,3.77,3.47,5,critical,8
1001,solar,storage,20.7,14.2,7,9.8,102,63.1,4.0,4,254,83,97.0,11.2,8.37,12.44,4.4,3.76,5,critical,8
1002,solar,forecast,26.4,102.7,75,0,166,60.8,0.8,15,89,56,25.4,22.1,4.59,8.68,4.26,4.02,4,critical,7
1003,wind,forecast,34.8,95.4,22,0,229,86.3,2.8,1,260,71,11.4,6.9,8.16,3.13,3.1,2.67,2,critical,7
1004,hydro,storage,31.8,99.9,21,0,186,65.7,0.4,3,295,97,83.9,7.1,13.43,12.85,1.99,1.96,5,critical,2
1005,hydro,distribution,18.4,59.1,89,0,73,86.6,1.2,18,375,65,52.2,24.8,1.36,9.48,4.97,4.24,0,low,9
1006,wind,production,24.7,39.7,43,0,43,72.4,3.5,15,175,92,11.9,19.4,7.58,19.84,4.53,3.94,5,critical,8
1007,wind,production,18.7,45.1,28,6.6,149,65.3,4.9,9,281,82,11.5,2.9,8.5,0.91,2.05,1.8,1,critical,2
